timestamp,status,bucket,relative_path,remote_path,bytes,message
2026-01-19T10:02:36.077Z,OK,archive-product,1.02 Cannock\2014 - Cannock Shopping Centre.pdf,prospects-and-clients-product-c044accb9f/1.02 Cannock/2014 - Cannock Shopping Centre.pdf,1556778,
2026-01-19T10:02:40.622Z,OK,archive-people,1.02 Cannock\2014 - Cannock.pptx,prospects-and-clients-people-c044accb9f/1.02 Cannock/2014 - Cannock.pptx,4735801,
2026-01-19T10:02:41.619Z,OK,archive-performance,1.02 Cannock\Atrium Balcony.jpg,prospects-and-clients-performance-c044accb9f/1.02 Cannock/Atrium Balcony.jpg,533032,
2026-01-19T10:02:42.271Z,OK,archive-performance,1.02 Cannock\Atrium.jpg,prospects-and-clients-performance-c044accb9f/1.02 Cannock/Atrium.jpg,467920,
2026-01-19T10:02:42.474Z,OK,archive-people,1.02 Cannock\Cannock 2014.xls,prospects-and-clients-people-c044accb9f/1.02 Cannock/Cannock 2014.xls,33280,
2026-01-19T10:02:42.900Z,OK,archive-people,1.02 Cannock\Cannock costing 2014.xls,prospects-and-clients-people-c044accb9f/1.02 Cannock/Cannock costing 2014.xls,98816,
2026-01-19T10:02:43.206Z,OK,archive-people,1.02 Cannock\Cannock Workings 2014 v1.xls,prospects-and-clients-people-c044accb9f/1.02 Cannock/Cannock Workings 2014 v1.xls,97792,
2026-01-19T10:02:43.535Z,OK,archive-people,1.02 Cannock\Cannock Workings 2014 v2.xls,prospects-and-clients-people-c044accb9f/1.02 Cannock/Cannock Workings 2014 v2.xls,98304,
2026-01-19T10:02:44.398Z,OK,archive-performance,1.02 Cannock\COVER.jpg,prospects-and-clients-performance-c044accb9f/1.02 Cannock/COVER.jpg,595833,
2026-01-19T10:02:45.261Z,OK,archive-performance,1.02 Cannock\Lower Mall.jpg,prospects-and-clients-performance-c044accb9f/1.02 Cannock/Lower Mall.jpg,631906,
2026-01-19T10:02:45.956Z,OK,archive-performance,1.02 Cannock\Market Hall St left.jpg,prospects-and-clients-performance-c044accb9f/1.02 Cannock/Market Hall St left.jpg,610894,
2026-01-19T10:02:46.906Z,OK,archive-performance,1.02 Cannock\Market Hall St right.jpg,prospects-and-clients-performance-c044accb9f/1.02 Cannock/Market Hall St right.jpg,614586,
2026-01-19T10:02:46.907Z,SKIP,,1.02 Cannock\Thumbs.db,,232448,SKIP_skip_ext:.db
2026-01-19T10:02:47.648Z,OK,archive-performance,1.02 Cannock\Upper Mall.jpg,prospects-and-clients-performance-c044accb9f/1.02 Cannock/Upper Mall.jpg,552522,
2026-01-19T10:02:48.146Z,OK,archive-people,1.02 The Chimes\1.02 Intu Uxbridge costs.xls,prospects-and-clients-people-c044accb9f/1.02 The Chimes/1.02 Intu Uxbridge costs.xls,118784,
2026-01-19T10:02:48.448Z,OK,archive-people,1.02 The Chimes\1.02 Project Plan - Example.xlsx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/1.02 Project Plan - Example.xlsx,153801,
2026-01-19T10:03:07.028Z,OK,archive-people,1.02 The Chimes\2019 intu Uxbridge Christmas Decs  Brief (1).doc,prospects-and-clients-people-c044accb9f/1.02 The Chimes/2019 intu Uxbridge Christmas Decs  Brief (1).doc,22430208,
2026-01-19T10:03:26.432Z,OK,archive-people,1.02 The Chimes\2019 intu Uxbridge Christmas Decs  Brief.doc,prospects-and-clients-people-c044accb9f/1.02 The Chimes/2019 intu Uxbridge Christmas Decs  Brief.doc,22430208,
2026-01-19T10:03:27.245Z,OK,archive-people,1.02 The Chimes\2025\FP1.02 2025-2027 Cost Sheet.xlsx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/2025/FP1.02 2025-2027 Cost Sheet.xlsx,109570,
2026-01-19T10:03:47.356Z,OK,archive-product,1.02 The Chimes\2025\proactis\The Chimes 2025 - Fizzco Christmas Proposal.pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/2025/proactis/The Chimes 2025 - Fizzco Christmas Proposal.pdf,23786910,
2026-01-19T10:03:48.084Z,OK,archive-people,1.02 The Chimes\2025\proactis\The Chimes Xmas Decs 2024-26 Cost Model Template - Fizzco Opt 1.xlsx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/2025/proactis/The Chimes Xmas Decs 2024-26 Cost Model Template - Fizzco Opt 1.xlsx,48039,
2026-01-19T10:03:48.325Z,OK,archive-people,1.02 The Chimes\2025\proactis\The Chimes Xmas Decs 2024-26 Cost Model Template - Fizzco Opt 2.xlsx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/2025/proactis/The Chimes Xmas Decs 2024-26 Cost Model Template - Fizzco Opt 2.xlsx,48067,
2026-01-19T10:03:48.814Z,OK,archive-people,1.02 The Chimes\2025\proactis\The Chimes Xmas Decs 2024-26 Cost Model Template - Fizzco Opt 3.xlsx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/2025/proactis/The Chimes Xmas Decs 2024-26 Cost Model Template - Fizzco Opt 3.xlsx,48047,
2026-01-19T10:04:08.134Z,OK,archive-product,1.02 The Chimes\2025\The Chimes 2025 - Fizzco Christmas Proposal.pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/2025/The Chimes 2025 - Fizzco Christmas Proposal.pdf,23968977,
2026-01-19T10:04:26.590Z,OK,archive-product,1.02 The Chimes\2025\The Chimes 2025 Physical presentation v2.pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/2025/The Chimes 2025 Physical presentation v2.pdf,21929062,
2026-01-19T10:04:26.591Z,SKIP,,1.02 The Chimes\2025\The Chimes 2025 Physical presentation v2.pptx,,596454775,SKIP_over_50MB (568.8MB)
2026-01-19T10:04:26.591Z,SKIP,,1.02 The Chimes\2025\The Chimes 2025.pptx,,596460863,SKIP_over_50MB (568.8MB)
2026-01-19T10:04:26.592Z,SKIP,,1.02 The Chimes\2025\Thumbs.db,,30208,SKIP_skip_ext:.db
2026-01-19T10:04:26.592Z,SKIP,,1.02 The Chimes\2025\videos\Deer sleigh void.mp4,,111623081,SKIP_over_50MB (106.5MB)
2026-01-19T10:04:26.592Z,SKIP,,1.02 The Chimes\2025\videos\Deer.mp4,,72852643,SKIP_over_50MB (69.5MB)
2026-01-19T10:05:01.617Z,OK,archive-performance,1.02 The Chimes\2025\videos\Exterior Tree.mp4,prospects-and-clients-performance-c044accb9f/1.02 The Chimes/2025/videos/Exterior Tree.mp4,42606026,
2026-01-19T10:05:01.617Z,SKIP,,1.02 The Chimes\2025\videos\Geo Tree_1.mp4,,164084984,SKIP_over_50MB (156.5MB)
2026-01-19T10:05:13.152Z,OK,archive-performance,1.02 The Chimes\2025\videos\Hally.mp4,prospects-and-clients-performance-c044accb9f/1.02 The Chimes/2025/videos/Hally.mp4,13751508,
2026-01-19T10:05:13.153Z,SKIP,,1.02 The Chimes\2025\videos\sleigh.mp4,,79302232,SKIP_over_50MB (75.6MB)
2026-01-19T10:05:13.823Z,OK,archive-product,1.02 The Chimes\Centre_Rules (1).pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/Centre_Rules (1).pdf,295948,
2026-01-19T10:05:14.232Z,OK,archive-product,1.02 The Chimes\Centre_Rules.pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/Centre_Rules.pdf,295948,
2026-01-19T10:05:18.071Z,OK,archive-product,1.02 The Chimes\F.P 1.02 Intu Uxbridge - low res.pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/F.P 1.02 Intu Uxbridge - low res.pdf,4381951,
2026-01-19T10:05:34.674Z,OK,archive-product,1.02 The Chimes\F.P 1.02 Intu Uxbridge v2.1.pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/F.P 1.02 Intu Uxbridge v2.1.pdf,20247850,
2026-01-19T10:05:34.674Z,SKIP,,1.02 The Chimes\F.P 1.02 Intu Uxbridge v2.1.pptx,,135518842,SKIP_over_50MB (129.2MB)
2026-01-19T10:05:54.964Z,OK,archive-product,1.02 The Chimes\F.P 1.02 Intu Uxbridge v2.pdf,prospects-and-clients-product-c044accb9f/1.02 The Chimes/F.P 1.02 Intu Uxbridge v2.pdf,16650212,
2026-01-19T10:05:54.965Z,SKIP,,1.02 The Chimes\F.P 1.02 Intu Uxbridge v2.pptx,,127071368,SKIP_over_50MB (121.2MB)
2026-01-19T10:06:36.810Z,OK,archive-people,1.02 The Chimes\F.P 1.02 Intu Uxbridge.pptx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/F.P 1.02 Intu Uxbridge.pptx,47903456,
2026-01-19T10:06:37.820Z,OK,archive-performance,1.02 The Chimes\Fabio Moodboard.jpg,prospects-and-clients-performance-c044accb9f/1.02 The Chimes/Fabio Moodboard.jpg,280236,
2026-01-19T10:06:38.038Z,OK,archive-people,1.02 The Chimes\image of gantt chart.xlsx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/image of gantt chart.xlsx,33938,
2026-01-19T10:06:38.256Z,OK,archive-people,1.02 The Chimes\Partnership Charter (1).docx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/Partnership Charter (1).docx,22185,
2026-01-19T10:06:38.501Z,OK,archive-people,1.02 The Chimes\Partnership Charter.docx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/Partnership Charter.docx,22185,
2026-01-19T10:06:38.719Z,OK,archive-people,1.02 The Chimes\RFP - Form of Tender.docx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/RFP - Form of Tender.docx,47138,
2026-01-19T10:06:38.936Z,OK,archive-people,1.02 The Chimes\RFP.DOCX,prospects-and-clients-people-c044accb9f/1.02 The Chimes/RFP.DOCX,41126,
2026-01-19T10:06:39.150Z,OK,archive-people,1.02 The Chimes\Temporary Installation Contract (1).docx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/Temporary Installation Contract (1).docx,56275,
2026-01-19T10:06:39.364Z,OK,archive-people,1.02 The Chimes\Temporary Installation Contract.docx,prospects-and-clients-people-c044accb9f/1.02 The Chimes/Temporary Installation Contract.docx,56275,
2026-01-19T10:06:39.365Z,SKIP,,1.02 The Chimes\Thumbs.db,,159744,SKIP_skip_ext:.db
2026-01-19T10:06:39.623Z,OK,archive-people,1.04 The Ridings Wakefield\2020\1.04 Ridings Costs.xls,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/2020/1.04 Ridings Costs.xls,94720,
2026-01-19T10:06:40.118Z,OK,archive-product,1.04 The Ridings Wakefield\2020\Fizzco Ltd Termination of Services 17.6.20..pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/2020/Fizzco Ltd Termination of Services 17.6.20..pdf,326194,
2026-01-19T10:06:40.355Z,OK,archive-people,1.04 The Ridings Wakefield\2020\FP1.04 FP COVID calculation.xlsx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/2020/FP1.04 FP COVID calculation.xlsx,23939,
2026-01-19T10:06:42.942Z,OK,archive-product,1.04 The Ridings Wakefield\2020\The Ridings 2020 Shared installation Proposal.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/2020/The Ridings 2020 Shared installation Proposal.pdf,2878638,
2026-01-19T10:06:59.324Z,OK,archive-people,1.04 The Ridings Wakefield\2020\The Ridings 2020 Shared installation Proposal.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/2020/The Ridings 2020 Shared installation Proposal.pptx,16948583,
2026-01-19T10:06:59.324Z,SKIP,,1.04 The Ridings Wakefield\2020\Thumbs.db,,19968,SKIP_skip_ext:.db
2026-01-19T10:06:59.938Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\1.04 Ridings Costs Archive.xls,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/1.04 Ridings Costs Archive.xls,236032,
2026-01-19T10:07:00.280Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\2018 check report filled- 1.04 The Ridings Wakefield.ods,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/2018 check report filled- 1.04 The Ridings Wakefield.ods,11770,
2026-01-19T10:07:03.006Z,OK,archive-performance,1.04 The Ridings Wakefield\Archive\Centre Infor\20180605_124904_resized.jpg,prospects-and-clients-performance-c044accb9f/1.04 The Ridings Wakefield/Archive/Centre Infor/20180605_124904_resized.jpg,508390,
2026-01-19T10:07:08.836Z,OK,archive-performance,1.04 The Ridings Wakefield\Archive\Centre Infor\20180605_124933_resized.jpg,prospects-and-clients-performance-c044accb9f/1.04 The Ridings Wakefield/Archive/Centre Infor/20180605_124933_resized.jpg,522989,
2026-01-19T10:07:09.672Z,OK,archive-performance,1.04 The Ridings Wakefield\Archive\Centre Infor\20180605_124935_resized.jpg,prospects-and-clients-performance-c044accb9f/1.04 The Ridings Wakefield/Archive/Centre Infor/20180605_124935_resized.jpg,530823,
2026-01-19T10:07:10.291Z,OK,archive-performance,1.04 The Ridings Wakefield\Archive\Centre Infor\20180605_125000_resized.jpg,prospects-and-clients-performance-c044accb9f/1.04 The Ridings Wakefield/Archive/Centre Infor/20180605_125000_resized.jpg,228023,
2026-01-19T10:07:12.111Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\Centre Infor\The Ridings - Christmas Presentation - 0618.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/Centre Infor/The Ridings - Christmas Presentation - 0618.pdf,1596015,
2026-01-19T10:07:12.111Z,SKIP,,1.04 The Ridings Wakefield\Archive\Centre Infor\Thumbs.db,,50176,SKIP_skip_ext:.db
2026-01-19T10:07:13.335Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\Final\The Ridings Powerpoint V7 _images.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/Final/The Ridings Powerpoint V7 _images.pdf,1223408,
2026-01-19T10:07:25.504Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\Final\The Ridings Powerpoint V7 _images.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/Final/The Ridings Powerpoint V7 _images.pptx,14091036,
2026-01-19T10:07:37.346Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\Final\The Ridings Powerpoint V7 _WIP.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/Final/The Ridings Powerpoint V7 _WIP.pptx,14096254,
2026-01-19T10:07:37.346Z,SKIP,,1.04 The Ridings Wakefield\Archive\Final\Thumbs.db,,169984,SKIP_skip_ext:.db
2026-01-19T10:07:48.879Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\FP 1.04 The Ridings Powerpoint v2.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/FP 1.04 The Ridings Powerpoint v2.pptx,13515343,
2026-01-19T10:07:53.499Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\FP 1.04 The Ridings Powerpoint v3.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/FP 1.04 The Ridings Powerpoint v3.pdf,4884311,
2026-01-19T10:08:11.722Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\FP 1.04 The Ridings _WIP v1.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/FP 1.04 The Ridings _WIP v1.pdf,21665237,
2026-01-19T10:08:11.723Z,SKIP,,1.04 The Ridings Wakefield\Archive\FP 1.04 The Ridings _WIP v1.pptx,,65915874,SKIP_over_50MB (62.9MB)
2026-01-19T10:08:54.768Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\FP 1.04 The Ridings _WIP.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/FP 1.04 The Ridings _WIP.pptx,51694127,
2026-01-19T10:08:59.988Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint v2.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint v2.pdf,5390065,
2026-01-19T10:09:15.337Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V4.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V4.pptx,17591472,
2026-01-19T10:09:22.425Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V5 _WIP.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V5 _WIP.pptx,8211723,
2026-01-19T10:09:32.838Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V5.0.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V5.0.pdf,7958041,
2026-01-19T10:09:34.496Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V5.compressed.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V5.compressed.pdf,1332188,
2026-01-19T10:09:40.286Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V5.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V5.pdf,6525627,
2026-01-19T10:09:57.396Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V5.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V5.pptx,18408470,
2026-01-19T10:10:01.905Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V6 _WIP.compressed.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V6 _WIP.compressed.pdf,4520727,
2026-01-19T10:10:23.382Z,OK,archive-product,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V6 _WIP.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V6 _WIP.pdf,24613015,
2026-01-19T10:10:46.545Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\The Ridings Powerpoint V6 _WIP.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings Powerpoint V6 _WIP.pptx,26110645,
2026-01-19T10:10:59.128Z,OK,archive-people,1.04 The Ridings Wakefield\Archive\The Ridings V7 Proposal.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Archive/The Ridings V7 Proposal.pptx,14059038,
2026-01-19T10:10:59.135Z,SKIP,,1.04 The Ridings Wakefield\Archive\Thumbs.db,,200704,SKIP_skip_ext:.db
2026-01-19T10:11:00.325Z,OK,archive-people,1.04 The Ridings Wakefield\Contract info\1.04 Ridings Costs.xls,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Contract info/1.04 Ridings Costs.xls,833536,
2026-01-19T10:11:01.000Z,OK,archive-performance,1.04 The Ridings Wakefield\Contract info\colours.jpg,prospects-and-clients-performance-c044accb9f/1.04 The Ridings Wakefield/Contract info/colours.jpg,255502,
2026-01-19T10:11:01.885Z,OK,archive-product,1.04 The Ridings Wakefield\Contract info\Fizzco Ltd Termination of Services 17.6.20..pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Contract info/Fizzco Ltd Termination of Services 17.6.20..pdf,326194,
2026-01-19T10:11:04.480Z,OK,archive-product,1.04 The Ridings Wakefield\Contract info\SSA The Ridings - Fizzco - 2018 (2).pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Contract info/SSA The Ridings - Fizzco - 2018 (2).pdf,2864680,
2026-01-19T10:11:18.127Z,OK,archive-people,1.04 The Ridings Wakefield\Contract info\The Ridings V7.1 Proposal Actual Images.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Contract info/The Ridings V7.1 Proposal Actual Images.pptx,14446403,
2026-01-19T10:11:26.036Z,OK,archive-product,1.04 The Ridings Wakefield\Contract info\The Ridings V7.1 Proposal.pdf,prospects-and-clients-product-c044accb9f/1.04 The Ridings Wakefield/Contract info/The Ridings V7.1 Proposal.pdf,5169505,
2026-01-19T10:11:41.550Z,OK,archive-people,1.04 The Ridings Wakefield\Contract info\The Ridings V7.1 Proposal.pptx,prospects-and-clients-people-c044accb9f/1.04 The Ridings Wakefield/Contract info/The Ridings V7.1 Proposal.pptx,13680913,
2026-01-19T10:11:41.550Z,SKIP,,1.04 The Ridings Wakefield\Contract info\Thumbs.db,,249856,SKIP_skip_ext:.db
2026-01-19T10:11:41.550Z,SKIP,,1.04 The Ridings Wakefield\Thumbs.db,,230912,SKIP_skip_ext:.db
2026-01-19T10:11:42.024Z,OK,archive-people,1.06 Great Western Arcade\1.04 Great Western\1.04 - 2014 Decorations Plan - Workings v1.xls,prospects-and-clients-people-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/1.04 - 2014 Decorations Plan - Workings v1.xls,97280,
2026-01-19T10:11:43.545Z,OK,archive-product,1.06 Great Western Arcade\1.04 Great Western\1.04 2014 - Great Western Proposal.pdf,prospects-and-clients-product-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/1.04 2014 - Great Western Proposal.pdf,1725778,
2026-01-19T10:11:47.574Z,OK,archive-people,1.06 Great Western Arcade\1.04 Great Western\1.04 2014 - Great Western.pptx,prospects-and-clients-people-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/1.04 2014 - Great Western.pptx,4179694,
2026-01-19T10:11:48.264Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\Clock.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/Clock.jpg,502201,
2026-01-19T10:11:48.597Z,OK,archive-people,1.06 Great Western Arcade\1.04 Great Western\Great Western installation.xls,prospects-and-clients-people-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/Great Western installation.xls,33792,
2026-01-19T10:11:49.123Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\Balcony Platform.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/Balcony Platform.jpg,498776,
2026-01-19T10:11:49.739Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\Balcony View 2.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/Balcony View 2.jpg,516502,
2026-01-19T10:11:50.353Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\Clock.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/Clock.jpg,439497,
2026-01-19T10:11:50.954Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\John Hollingsworth Balcony.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/John Hollingsworth Balcony.jpg,490692,
2026-01-19T10:11:51.456Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\New Mall.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/New Mall.jpg,446520,
2026-01-19T10:11:52.172Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\Platfor.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/Platfor.jpg,302220,
2026-01-19T10:11:52.666Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\Stage area.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/Stage area.jpg,403676,
2026-01-19T10:11:52.667Z,SKIP,,1.06 Great Western Arcade\1.04 Great Western\images - email size\Thumbs.db,,184320,SKIP_skip_ext:.db
2026-01-19T10:11:53.331Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\images - email size\Topiary Tree.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/images - email size/Topiary Tree.jpg,370579,
2026-01-19T10:11:54.209Z,OK,archive-performance,1.06 Great Western Arcade\1.04 Great Western\Mall.jpg,prospects-and-clients-performance-c044accb9f/1.06 Great Western Arcade/1.04 Great Western/Mall.jpg,516502,
2026-01-19T10:11:54.209Z,SKIP,,1.06 Great Western Arcade\1.04 Great Western\Thumbs.db,,94208,SKIP_skip_ext:.db
2026-01-19T10:11:59.136Z,OK,archive-product,1.06 Great Western Arcade\2023-2025 Christmas Proposal.pdf,prospects-and-clients-product-c044accb9f/1.06 Great Western Arcade/2023-2025 Christmas Proposal.pdf,5348893,
2026-01-19T10:11:59.137Z,SKIP,,1.06 Great Western Arcade\2023-2025 Christmas Proposal.pptx,,66712316,SKIP_over_50MB (63.6MB)
2026-01-19T10:11:59.467Z,OK,archive-people,1.06 Great Western Arcade\Costs 2023.xlsx,prospects-and-clients-people-c044accb9f/1.06 Great Western Arcade/Costs 2023.xlsx,38348,
2026-01-19T10:11:59.467Z,SKIP,,1.06 Great Western Arcade\Thumbs.db,,16896,SKIP_skip_ext:.db
2026-01-19T10:11:59.760Z,OK,archive-people,"1.06 Kingsmall, Hammersmith\FP 1.06 Kingsmall, Hammersmith Costs.xls","prospects-and-clients-people-c044accb9f/1.06 Kingsmall, Hammersmith/FP 1.06 Kingsmall, Hammersmith Costs.xls",123904,
2026-01-19T10:12:08.120Z,OK,archive-product,"1.06 Kingsmall, Hammersmith\FP 1.06 Kingsmall, Hammersmith PDF.pdf","prospects-and-clients-product-c044accb9f/1.06 Kingsmall, Hammersmith/FP 1.06 Kingsmall, Hammersmith PDF.pdf",9822576,
2026-01-19T10:12:43.979Z,OK,archive-people,"1.06 Kingsmall, Hammersmith\FP 1.06 Kingsmall, Hammersmith.pptx","prospects-and-clients-people-c044accb9f/1.06 Kingsmall, Hammersmith/FP 1.06 Kingsmall, Hammersmith.pptx",43463266,
2026-01-19T10:12:56.362Z,OK,archive-people,"1.06 Kingsmall, Hammersmith\FP 1.06 Kingsmall, Hammersmith_com.pptx","prospects-and-clients-people-c044accb9f/1.06 Kingsmall, Hammersmith/FP 1.06 Kingsmall, Hammersmith_com.pptx",13275890,
2026-01-19T10:12:56.362Z,SKIP,,"1.06 Kingsmall, Hammersmith\Thumbs.db",,69120,SKIP_skip_ext:.db
2026-01-19T10:12:56.731Z,OK,archive-people,1.06 The Gate Newcastle\1.06 - 2014 Decorations Plan - Workings v1.xls,prospects-and-clients-people-c044accb9f/1.06 The Gate Newcastle/1.06 - 2014 Decorations Plan - Workings v1.xls,91136,
2026-01-19T10:12:57.006Z,OK,archive-people,1.06 The Gate Newcastle\1.06 - 2014 Decorations Plan - Workings v2.xls,prospects-and-clients-people-c044accb9f/1.06 The Gate Newcastle/1.06 - 2014 Decorations Plan - Workings v2.xls,112128,
2026-01-19T10:12:57.273Z,OK,archive-people,1.06 The Gate Newcastle\1.06 - 2014 Decorations Plan - Workings v3.xls,prospects-and-clients-people-c044accb9f/1.06 The Gate Newcastle/1.06 - 2014 Decorations Plan - Workings v3.xls,111616,
2026-01-19T10:12:57.744Z,OK,archive-product,1.06 The Gate Newcastle\1.06 2014 - The Gate Addendum v2.1.pdf,prospects-and-clients-product-c044accb9f/1.06 The Gate Newcastle/1.06 2014 - The Gate Addendum v2.1.pdf,389762,
2026-01-19T10:12:58.251Z,OK,archive-people,1.06 The Gate Newcastle\1.06 2014 - The Gate Addendum v2.1.pptx,prospects-and-clients-people-c044accb9f/1.06 The Gate Newcastle/1.06 2014 - The Gate Addendum v2.1.pptx,234393,
2026-01-19T10:13:06.815Z,OK,archive-people,1.06 The Gate Newcastle\1.06 2014 - The Gate Proposal v1.pptx,prospects-and-clients-people-c044accb9f/1.06 The Gate Newcastle/1.06 2014 - The Gate Proposal v1.pptx,8801466,
